sequenceID,sd,mean,range_value,abs_skewness,kurtosis,length,sum_diff
100_chr1,0.09746329343504315,0.009513981093728453,1.5297684629431578,0.15936556994119694,14.720300258654326,499.0,45.84604877302309
100_chr11,0.1024010214369802,-0.015907950292574368,0.6534675812773401,0.4137889098571416,1.5017343077358842,167.0,17.56770892043867
100_chr17,0.07808575334620925,0.16368078553053803,0.4466564207773023,0.08842230465446518,-0.12557506532852036,175.0,14.506649682475008
100_chr2,0.10754168171895356,-0.01876210037368411,1.052265188990528,1.2805830556648448,6.486537546353299,289.0,29.840700831446682
100_chr3,0.11005266607186527,-0.04353752775039996,0.669458774807929,0.6575347690329603,0.9133291178363869,217.0,26.286743385246865
100_chr4,0.10629229490148163,-0.10703953700769185,0.642866573839576,0.4935144217622356,0.7044978764978773,170.0,19.797162232484794
101_chr1,0.0759204606031107,0.00025440789100074763,1.128341617211146,3.991511612214454,46.14742574178368,507.0,34.148902661103456
101_chr11,0.13809902315687153,-0.3570797701256462,0.9283338770605529,1.5408830556220394,3.8103739522177698,169.0,23.782659913091965
101_chr17,0.08358298628467324,0.3280813915439329,0.6391480766693683,0.14815958874036533,3.1668509179258906,181.0,13.991650933499646
101_chr2,0.3952161521321559,0.3568748339147475,3.57582787556469,6.353165136437674,42.66244047034867,296.0,43.99719108926899
101_chr3,0.1320581728710672,-0.3980199363750047,0.968925367005617,2.0943909956094915,7.675064477902726,221.0,27.37951909206073
101_chr4,0.07422991269510767,-0.0032402379249246694,0.41422126443902896,0.32439999411592885,0.33023001752872494,191.0,15.867281783205707
102_chr1,0.33989240083679195,-0.3639186541896137,1.29310525972161,0.1134783996047897,-1.7634257968741105,506.0,42.13926406875878
102_chr11,0.06002491389992428,7.215710618586703e-05,0.371270154502358,0.3884055299617796,1.0276000754439139,171.0,11.433996654714448
102_chr17,0.16185048670768817,0.09012376234636758,0.7230980711063559,1.592515782328183,1.5153748055610938,180.0,12.95179920231923
102_chr2,0.26598429354909486,0.06180385737149215,1.454104738588323,0.04692026385322857,1.3690354649545409,294.0,22.261213135804333
102_chr3,0.0692341803693148,-0.01114858541734775,0.833314827093933,2.0348330404923796,22.58453209889253,226.0,14.906914546919982
102_chr4,0.06371698707508859,-0.022755741141249283,0.390223950778819,0.6827011994880011,1.6119722574695534,192.0,12.48837310139998
103_chr1,0.4829150705557032,-0.32976548813688905,1.7108204874523532,0.2790916848387613,-1.308965098901189,480.0,46.674465815132294
103_chr11,0.08470336641631519,-0.01907990736959107,0.447572929425045,0.016111277256767892,-0.13792775655048972,150.0,11.353787428625875
103_chr17,0.22996608711413985,0.18406550453251405,0.942167128752208,0.6643530790047262,-0.9397243172008163,168.0,14.021510742768562
103_chr2,0.6420873775619645,0.11128508679909929,5.068774033772306,5.896976272295301,34.532848833943724,244.0,28.27154726496581
103_chr3,0.06637907709861787,-0.10255599064198352,0.38362879455953497,0.41047503735518853,0.43935184839605723,199.0,12.91961881972934
103_chr4,0.06857388834824409,-0.004421673568663135,0.375683060641959,0.35382323524493986,0.05612124423650533,151.0,10.188901629699815
104_chr1,0.28193145840049305,-0.20436323049779678,2.256891474189254,0.6373257269889313,1.1759463240604249,478.0,78.10733548820536
104_chr11,0.16091454694266355,0.04367963375305461,0.901710356502839,0.21887548790429073,-0.028462608619600704,155.0,22.15786963328253
104_chr17,0.3689702141748407,-0.28920958919779405,2.45460797058087,0.9263951818518066,2.293045497411703,169.0,33.04732420226473
104_chr2,0.6092259855738766,0.028370994210182823,6.645840556380529,8.429406249332057,75.88642606546415,269.0,55.00891662007049
104_chr3,0.1632370977723427,-0.02999751242468731,1.004193883886191,0.1282366145181864,0.4142719468797167,198.0,30.1176599203306
104_chr4,0.16720976354387357,-0.06552631157374945,0.961525852185364,0.6005020076401129,0.9603500864528738,155.0,26.086273665687393
105_chr1,0.07040778605008356,0.050604868913857674,0.455,0.4901218848319329,0.700972124510387,534.0,40.534000000000006
105_chr11,0.062374679291519915,-0.07674120603015075,0.395,0.1071356079997328,0.8040958476282625,199.0,12.924
105_chr17,0.06722327861192463,0.042242021276595744,0.5630000000000001,0.11804585963149748,2.954270082124264,188.0,12.461
105_chr2,0.06745514978109075,-0.08846526104417671,0.757,0.6679453691587098,5.566587817422052,332.0,22.635266666666666
105_chr3,0.06137003599801269,-0.08760311284046694,0.338,0.6974313826753114,0.6575311375710684,257.0,16.628
105_chr4,0.06758846423234902,0.011392857142857144,0.34299999999999997,1.045842934683868,1.0596877313791717,238.0,16.567000000000004
106_chr1,0.07833762301295746,-0.011843925233644859,0.844,0.9857089002055008,7.331205371810949,535.0,39.77
106_chr11,0.3499487354503185,-0.042464824120603005,1.416,0.007766193430293978,-1.3311318035706956,199.0,28.222
106_chr17,0.3360585256471607,0.2513244680851064,1.208,1.0035391729092884,-0.46713105869758653,188.0,23.986
106_chr2,0.08901885823497631,0.043088288288288284,0.7190000000000001,0.06613585279652628,1.9416179809421403,333.0,28.319
106_chr3,0.10197599811719926,-0.05735603112840467,1.141,2.543481219973446,20.5366559108885,257.0,22.122999999999998
106_chr4,0.08020654238177598,-0.0853655462184874,0.469,0.5469715311315878,0.8664200471390875,238.0,16.809
107_chr1,0.08023746993073472,0.00035240076028247175,0.489957234293996,0.03925935364167274,-0.01331120437482003,397.0,27.527943551936843
107_chr11,0.14520718447954836,-0.25869631168973806,0.664750526614804,0.34881926159543725,-0.3953487482340079,121.0,17.92240297901124
107_chr17,0.07037288417578134,0.2545887134271408,0.43252492600768516,0.8474578354820044,2.043334188406993,143.0,8.445243552220816
107_chr2,0.07558157717298448,0.2088760331287641,0.638033129655684,1.8837685593946047,8.469394032208486,192.0,14.018297699582108
107_chr3,0.12214796554254616,-0.2976523456136163,0.783508180103236,1.1917226543210517,3.0707867921848297,152.0,17.24561148055666
107_chr4,0.07783371410030374,-0.006843095902886853,0.52340783020452,0.23150011555724545,1.7055498617198572,107.0,8.113860071521865
108_chr1,0.09591486646236526,-0.006236893309600617,1.2113160134473882,3.668519726053226,27.222548552453155,410.0,34.43938368172198
108_chr11,0.28202667263360204,-0.22830156301852472,1.079842955362743,0.6110248178981937,-0.8700562079026737,142.0,21.55673417689478
108_chr17,0.24434010034105683,0.012850634079671177,0.974148122155256,0.184819267911726,-1.4249351380663822,154.0,13.744528814701052
108_chr2,0.07359679637148554,-0.012557114156706515,0.525918146423767,0.6755965658554884,2.6653606329230013,215.0,16.933343177046993
108_chr3,0.07612572937561937,-0.036920603343734246,0.588953360917191,1.7139111626930945,6.789612500739696,177.0,13.51304811528155
