sequenceID,llda
100_chr1,0.14769793
100_chr11,-0.48500115
100_chr17,-0.34717977
100_chr2,-0.29445705
100_chr3,-0.2908374
100_chr4,-0.45824075
101_chr1,0.4129725
101_chr11,-0.614468
101_chr17,-0.45378274
101_chr2,-1.6400214
101_chr3,-0.4557271
101_chr4,-0.2690855
102_chr1,0.65201086
102_chr11,-0.33713353
102_chr17,-0.41507944
102_chr2,-0.3610775
102_chr3,-0.44311884
102_chr4,-0.26735657
103_chr1,0.4585707
103_chr11,-0.43503428
103_chr17,-0.5215204
103_chr2,-2.5756824
103_chr3,-0.23304723
103_chr4,-0.4038541
104_chr1,-0.14942665
104_chr11,-0.61934704
104_chr17,-1.3680363
104_chr2,-3.5941978
104_chr3,-0.5194969
104_chr4,-0.6472717
105_chr1,0.9858091
105_chr11,-0.24627078
105_chr17,-0.39854717
105_chr2,0.006408146
105_chr3,0.009575439
105_chr4,-0.055230677
106_chr1,0.7259896
106_chr11,-0.56227744
106_chr17,-0.48103198
106_chr2,0.07333543
106_chr3,-0.49212596
106_chr4,-0.12666188
107_chr1,0.45493138
107_chr11,-0.6041589
107_chr17,-0.473113
107_chr2,-0.42330158
107_chr3,-0.6055023
107_chr4,-0.65897536
108_chr1,0.027292615
108_chr11,-0.6336134
108_chr17,-0.57659936
108_chr2,-0.25904542
108_chr3,-0.443682
108_chr4,-0.73464197
109_chr1,1.4020102
109_chr11,-0.22635405
109_chr17,-0.38517213
109_chr2,0.32742205
109_chr3,0.26060408
109_chr4,0.041255277
10_chr1,0.94307685
10_chr11,-0.3432819
10_chr17,-0.58537704
10_chr2,0.1392337
10_chr3,-0.14291987
10_chr4,-0.19309697
110_chr1,0.34755686
110_chr11,-0.44634363
110_chr17,-0.44704342
110_chr2,-0.31545728
110_chr3,-0.35857078
110_chr4,-0.9714139
111_chr1,1.3394374
111_chr11,-0.22732471
111_chr17,-0.39828694
111_chr2,0.1741245
111_chr3,0.31276467
111_chr4,-0.156696
112_chr1,0.7902557
112_chr11,-0.46158198
112_chr17,-0.65646917
112_chr2,-0.20332392
112_chr3,-0.36808658
112_chr4,-0.12789792
113_chr1,-0.113208495
113_chr11,-0.7225568
113_chr17,-0.8505328
113_chr2,-0.5082362
113_chr3,-0.6046804
113_chr4,-0.70743304
114_chr1,0.7294414
114_chr11,-0.36512816
114_chr17,-0.5769005
114_chr2,0.20304953
114_chr3,-0.2917437
114_chr4,-0.13592137
115_chr1,-0.032502554
115_chr11,-0.90793806
115_chr17,-0.95418876
115_chr2,-0.44895563
115_chr3,-0.6834561
115_chr4,-0.868123
116_chr1,0.37035054
116_chr11,-0.64187056
116_chr17,-0.54565936
116_chr2,-0.32446566
116_chr3,-0.47203547
116_chr4,-0.53604144
117_chr1,0.9330041
117_chr11,-0.14753215
117_chr17,-0.49572873
117_chr2,0.4961916
117_chr3,0.32550132
117_chr4,-0.0010263454
118_chr1,0.3828356
118_chr11,-0.60680854
118_chr17,-0.5403195
118_chr3,-0.6351999
118_chr4,-0.5228289
119_chr1,0.8157517
119_chr11,-0.32510743
119_chr17,-0.45929393
119_chr2,0.03674158
119_chr3,-0.211873
119_chr4,-0.06583704
11_chr1,0.40292335
11_chr11,-0.9257089
11_chr17,-0.66715735
11_chr2,-0.4227113
11_chr3,-0.5989301
11_chr4,-0.62070084
