sequenceID,llda
360_chr2,2.4271033
360_chr3,0.51901275
360_chr4,0.19082205
360_chr5,0.5910754
360_chrX,0.3987344
361_chr1,0.80865383
361_chr11,-0.4093856
361_chr17,-0.32030642
361_chr2,-0.0686236
361_chr3,-0.12201102
361_chr4,-0.14248121
362_chr1,1.8297155
362_chr11,0.04805736
362_chr17,0.06921997
362_chr19,-0.51427674
362_chr2,1.892291
362_chr3,0.29597184
362_chr4,0.1488286
362_chr8,-0.23696944
363_chr1,1.6406889
363_chr11,-0.116799705
363_chr17,0.20302619
363_chr2,0.56603533
363_chr3,0.20501795
363_chr4,0.16274495
364_chr1,1.0959102
364_chr11,-0.3668582
364_chr17,-0.32331023
364_chr2,0.194811
364_chr3,-0.09490239
365_chr1,1.2387917
365_chr11,-0.29164103
365_chr17,-0.31075454
365_chr2,0.24092433
365_chr3,-0.12353154
365_chr4,-0.19436963
365_chrX,0.34942698
366_chr1,0.9860882
366_chr11,-0.3786043
366_chr17,-0.28830856
366_chr2,0.16142201
366_chr3,-0.16106725
366_chr4,-0.13566945
367_chr1,1.1550306
367_chr11,-0.24797307
367_chr17,-0.16859658
367_chr2,0.42590377
367_chr3,-0.011974766
367_chr4,-0.15067966
368_chr11,0.29772097
368_chr17,0.67155915
368_chr2,1.0815676
368_chr9,-0.31219968
369_chr1,1.7413584
369_chr11,-0.40660602
369_chr16,-0.5104009
369_chr17,-0.3200782
369_chr19,-0.021875728
369_chr2,0.0110962745
369_chr3,-0.2533918
369_chr4,-0.46031514
36_chr1,1.8296852
36_chr11,-0.03880449
36_chr17,0.1715798
36_chr2,0.84338194
36_chr3,0.5660123
36_chr4,0.3929875
371_chr1,0.61343277
371_chr10,-0.53919303
371_chr11,-0.4382811
371_chr14,-0.4633022
371_chr16,-0.48012093
371_chr17,-0.18994032
371_chr2,-0.22893012
371_chr3,-0.26866072
371_chr4,-0.512442
371_chr9,-0.48730442
373_chr1,0.76962507
373_chr11,-0.2505099
373_chr13,-0.6829365
373_chr14,-0.525236
373_chr17,-0.25024363
373_chr2,-0.06855297
373_chr3,-0.24552669
373_chr4,-0.51016206
373_chrX,-0.3459145
375_chr1,1.3376619
375_chr12,-0.08852566
375_chr14,-0.6775249
375_chr17,-0.19366175
375_chr2,-0.1424936
375_chr3,0.06805817
375_chr4,-0.2549618
375_chr7,-0.3410306
376_chr1,0.9484768
376_chr11,-0.50911784
376_chr17,-0.38109007
376_chr2,0.092030875
376_chr3,-0.2899368
376_chr4,-0.36297563
377_chr1,1.2796638
377_chr11,-0.23310675
377_chr17,-0.23060651
377_chr2,0.45384765
377_chr3,0.09995951
377_chr4,-0.15003975
377_chrX,0.2418823
378_chr1,1.9079336
378_chr10,0.11094988
378_chr11,0.2236149
378_chr17,-0.088807546
378_chr2,0.6445827
378_chr3,0.19342332
378_chr4,0.043317374
378_chr7,0.18174176
379_chr1,1.2471011
379_chr11,-0.19105805
379_chr17,-0.1289119
379_chr2,0.38888648
379_chr3,0.01026375
379_chr4,0.115021676
379_chr5,0.14858484
379_chrX,0.4006683
37_chr1,1.2094632
37_chr11,-0.2500702
37_chr17,-0.15809076
37_chr2,0.30005682
37_chr3,-0.0991207
37_chr4,-0.05953776
380_chr1,1.2068118
380_chr11,-0.31333032
380_chr12,0.7795832
380_chr17,-0.30703944
380_chr19,-0.711978
380_chr2,0.31335106
380_chr3,-0.2726648
380_chr4,-0.36265734
381_chr1,1.0579216
381_chr11,-0.24762145
381_chr12,0.8369413
381_chr17,-0.20368142
381_chr2,0.25342017
381_chr3,-0.049463943
381_chr4,-0.09672928
382_chr1,1.3503252
382_chr11,-0.055255774
382_chr17,-0.37694305
382_chr2,0.6585995
382_chr3,-0.08103743
382_chr4,-0.22679543
383_chr1,1.2774315
383_chr11,-0.29724377
383_chr17,-0.26386982
383_chr2,0.4050412
383_chr3,0.09811649
383_chr4,-0.1571933
383_chrX,0.1229515
384_chr1,1.2283189
384_chr11,-0.17179818
384_chr17,-0.29475823
384_chr2,0.17643732
384_chr3,-0.14697711
384_chr4,-0.32078695
385_chr1,1.3569021
385_chr11,-0.2857325
385_chr17,-0.17124131
385_chr2,0.41942587
385_chr3,0.0115817
385_chr4,-0.047755226
386_chr1,1.4250548
386_chr11,-0.24448822
386_chr17,-0.14645995
386_chr2,0.48875692
386_chr3,-0.03974984
386_chr4,-0.18454319
387_chr1,1.2629651
387_chr11,0.0036549622
