sequenceID,llda
100_chr1,1.0452521
100_chr11,-0.3691502
100_chr17,-0.45151362
100_chr2,0.4286894
100_chr3,-0.032171726
100_chr4,-0.30268478
101_chr1,0.6266736
101_chr11,0.10906479
101_chr17,-0.45151362
101_chr2,1.8324984
101_chr3,0.29554567
101_chr4,-0.45151362
102_chr1,1.266538
102_chr11,-0.45151362
102_chr17,-0.2884068
102_chr2,0.77359414
102_chr3,-0.29084697
102_chr4,-0.45151362
103_chr1,1.5914725
103_chr11,-0.45151362
103_chr17,0.005315542
103_chr2,1.9208335
103_chr22,0.22544333
103_chr3,-0.45151362
103_chr4,-0.45151362
103_chrX,-0.08020839
104_chr1,1.871149
104_chr11,0.06611797
104_chr17,1.2130083
104_chr2,2.45183
104_chr3,0.38889197
104_chr4,0.2015123
105_chr1,0.10018137
105_chr11,-0.45151362
105_chr17,-0.45151362
105_chr2,-0.018882543
105_chr3,-0.45151362
105_chr4,-0.45151362
106_chr1,0.5351318
106_chr11,0.8140949
106_chr14,-0.2580611
106_chr16,-0.45151362
106_chr17,0.593791
106_chr3,0.27657172
106_chr4,-0.45151362
106_chr5,0.22969124
106_chr6,-0.061573148
106_chr8,0.15869084
106_chr9,-0.45151362
107_chr1,-0.10003105
107_chr11,-0.37317163
107_chr17,-0.45151362
107_chr2,-0.45151362
107_chr3,-0.24177958
107_chr4,-0.45151362
108_chr1,0.67876613
108_chr11,0.3045114
108_chr17,0.0016636848
108_chr2,-0.45151362
108_chr3,-0.45151362
108_chr4,-0.04663554
109_chr1,0.34184727
109_chr11,-0.31130463
109_chr17,0.2601702
109_chr2,0.6007037
109_chr3,0.19241735
109_chr4,-0.046433628
109_chr8,-0.3588834
10_chr1,-0.09255165
10_chr11,-0.45151362
10_chr17,0.10995659
10_chr2,0.010818273
10_chr3,-0.0657388
10_chr4,-0.45151362
110_chr1,0.44551918
110_chr11,-0.45151362
110_chr17,-0.45151362
110_chr2,0.110500306
110_chr3,-0.45151362
110_chr4,0.17819819
111_chr1,0.27912405
111_chr11,-0.242434
111_chr17,0.31456122
111_chr2,0.295899
111_chr3,-0.0786787
111_chr4,0.1742563
112_chr1,0.48466697
112_chr11,0.8968489
112_chr17,0.73393655
112_chr2,0.50315
112_chr3,0.14829001
112_chr4,-0.4085242
113_chr1,0.39624497
113_chr10,-0.45151362
113_chr11,-0.26616967
113_chr13,-0.45151362
113_chr17,-0.12656802
113_chr2,0.008164883
113_chr3,-0.45151362
113_chr4,-0.45151362
113_chr6,-0.24273142
113_chr7,-0.45151362
113_chr9,-0.45151362
114_chr1,0.17113873
114_chr11,0.06814149
114_chr17,0.43261346
114_chr2,0.15393004
114_chr3,0.53574884
114_chr4,-0.14079124
115_chr1,0.6612878
115_chr11,0.25096425
115_chr17,0.24279925
115_chr2,0.09480539
115_chr3,0.11484352
115_chr4,-0.0359599
116_chr1,0.6846858
116_chr11,-0.3980522
116_chr14,-0.45151362
116_chr17,-0.41301316
116_chr2,-0.043385714
116_chr3,-0.32625926
116_chr4,-0.45151362
116_chrX,0.28825143
117_chr1,0.8204392
117_chr11,-0.45151362
117_chr17,0.28522632
117_chr2,-0.32440475
117_chr3,-0.19113764
117_chr4,-0.21805184
118_chr1,-0.37216163
118_chr11,-0.18507099
118_chr17,-0.45151362
118_chr3,-0.10092044
118_chr4,-0.45151362
119_chr1,0.27862063
119_chr11,0.098198324
119_chr17,0.009151727
119_chr2,0.2755364
119_chr3,0.3326805
119_chr4,-0.45151362
11_chr1,1.4614376
11_chr11,0.8827338
11_chr14,0.21096149
11_chr16,0.12400541
11_chr17,0.61736107
11_chr2,0.99131703
11_chr21,-0.45151362
11_chr3,0.5636952
11_chr4,0.08091155
11_chr7,0.337023
11_chr9,0.3700296
120_chr1,0.6187329
120_chr11,-0.45151362
120_chr17,-0.41774932
120_chr2,-0.26875326
120_chr3,-0.45151362
120_chr4,-0.45151362
121_chr1,0.585948
121_chr11,0.5555614
121_chr17,-0.23960191
121_chr2,0.21116033
121_chr3,0.25310948
121_chr4,-0.4052133
122_chr1,0.41308537
122_chr11,-0.45151362
122_chr17,-0.27366585
122_chr2,0.09067485
122_chr3,-0.08369723
122_chr4,-0.2944277
123_chr1,1.6966001
123_chr11,0.6132952
123_chr12,0.1883628
123_chr14,-0.23431039
123_chr16,-0.45151362
123_chr17,0.7001089
123_chr19,-0.45151362
123_chr2,0.5993254
123_chr3,0.56272197
123_chr4,0.6729286
123_chr7,-0.23322122
123_chrX,0.20413086
124_chr1,0.36719146
124_chr11,0.09010443
124_chr17,-0.45151362
124_chr2,-0.18679127
124_chr3,-0.219245
124_chr4,-0.38612413
125_chr1,0.6665065
125_chr11,-0.45151362
125_chr17,-0.45151362
125_chr2,0.17323157
125_chr3,-0.45151362
125_chr4,-0.45151362
126_chr1,0.35369024
126_chr11,-0.20458454
126_chr17,0.13655809
126_chr2,-0.14135253
126_chr3,0.24305055
126_chr4,0.15747038
127_chr1,0.9171883
127_chr11,-0.4377847
127_chr17,0.11880365
127_chr2,0.119978696
127_chr3,-0.21987389
127_chr4,0.51459396
128_chr1,-0.17858481
128_chr11,0.23273852
128_chr12,-0.3602381
128_chr17,0.26301786
128_chr2,-0.35268196
128_chr3,0.1061202
128_chr4,-0.45151362
128_chr6,-0.45151362
129_chr1,0.8591809
129_chr11,-0.06762716
129_chr17,0.14021656
129_chr2,0.22968617
129_chr3,0.10112062
129_chr4,0.64652073
129_chr9,-0.15750656
12_chr1,0.6994903
12_chr11,0.5990727
12_chr14,-0.45151362
12_chr17,0.5608239
12_chr2,0.082282335
12_chr22,-0.45151362
12_chr3,-0.45151362
12_chr4,-0.3593236
12_chr6,0.06477389
12_chrX,0.06655279
130_chr1,-0.052170694
130_chr11,-0.45151362
130_chr17,-0.45151362
130_chr2,-0.23408046
130_chr3,-0.45151362
130_chr4,-0.45151362
131_chr1,-0.16600958
131_chr11,-0.29230753
131_chr17,-0.45151362
131_chr2,-0.45151362
131_chr3,-0.41426155
131_chr4,-0.45151362
132_chr1,1.4344106
132_chr11,0.5834547
132_chr17,0.29552272
132_chr2,1.1653156
132_chr3,0.5275023
132_chr4,0.8036363
