sequenceID,llda
100_chr1,0.5259387
100_chr11,-0.43123224
100_chr17,-0.7482276
100_chr2,0.096113734
100_chr3,-0.22252798
100_chr4,-0.3784479
101_chr1,0.19724946
101_chr11,-0.077895805
101_chr17,-0.56305194
101_chr2,0.9146839
101_chr3,0.0030583404
101_chr4,-0.7468899
102_chr1,0.23296076
102_chr11,-0.9657578
102_chr17,-0.60649073
102_chr2,0.019376365
102_chr3,-0.36985767
102_chr4,-0.9050042
103_chr1,0.42785484
103_chr11,-0.8790853
103_chr17,-0.43109918
103_chr2,0.83770216
103_chr22,0.10478628
103_chr3,-0.9045431
103_chr4,-1.0250908
103_chrX,-0.17602141
104_chr1,0.95490324
104_chr11,-0.14320287
104_chr17,0.59245133
104_chr2,1.3821824
104_chr3,0.06872687
104_chr4,-0.014137009
105_chr1,-0.2521869
105_chr11,-0.87958705
105_chr17,-0.68707746
105_chr2,-0.2261975
105_chr3,-0.85594344
105_chr4,-0.85140055
106_chr1,0.10006155
106_chr11,0.15347639
106_chr14,-0.25470743
106_chr16,-0.7121561
106_chr17,-0.025846248
106_chr3,-0.008770805
106_chr4,-0.6721742
106_chr5,-0.10957131
106_chr6,-0.32374027
106_chr8,-0.035233133
106_chr9,-0.65016824
107_chr1,-0.4157327
107_chr11,-0.40841946
107_chr17,-1.044157
107_chr2,-0.55865395
107_chr3,-0.34003437
107_chr4,-0.92552763
108_chr1,0.24037626
108_chr11,-0.10193376
108_chr17,-0.4185908
108_chr2,-0.57703006
108_chr3,-0.61968374
108_chr4,-0.17015807
109_chr1,-0.10249697
109_chr11,-0.4065904
109_chr17,-0.037090138
109_chr2,0.09095019
109_chr3,-0.12534618
109_chr4,-0.28474647
109_chr8,-0.6576714
10_chr1,-0.4018465
10_chr11,-0.80144215
10_chr17,-0.11842004
10_chr2,-0.27619737
10_chr3,-0.28497702
10_chr4,-0.6839436
110_chr1,0.053882454
110_chr11,-0.9017993
110_chr17,-0.82482505
110_chr2,-0.12686108
110_chr3,-0.56746095
110_chr4,0.003944404
111_chr1,-0.16551162
111_chr11,-0.47381815
111_chr17,-0.010969678
111_chr2,-0.041949697
111_chr3,-0.3748618
111_chr4,-0.13454667
112_chr1,0.028490782
112_chr11,0.15467508
112_chr17,0.124612115
112_chr2,0.024655148
112_chr3,-0.16140448
112_chr4,-0.5741972
113_chr1,-0.11288466
113_chr10,-0.9760929
113_chr11,-0.43479714
113_chr13,-0.573355
113_chr17,-0.31265995
113_chr2,-0.38060173
113_chr3,-0.50794613
113_chr4,-0.65873677
113_chr6,-0.5120026
113_chr7,-0.745909
113_chr9,-0.8139442
114_chr1,-0.13888939
114_chr11,-0.40850085
114_chr17,-0.10783176
114_chr2,-0.40229318
114_chr3,-0.053927258
114_chr4,-0.54564655
115_chr1,0.24002713
115_chr11,-0.10958829
115_chr17,-0.10139343
115_chr2,-0.29280257
115_chr3,-0.24217355
115_chr4,-0.2786923
116_chr1,0.13782212
116_chr11,-0.45309523
116_chr14,-0.41454875
116_chr17,-0.4990573
116_chr2,-0.24763422
116_chr3,-0.42374513
116_chr4,-0.5286891
116_chrX,0.17632492
117_chr1,0.26656765
117_chr11,-0.8081405
117_chr17,-0.00062147883
117_chr2,-0.5226208
117_chr3,-0.4118468
117_chr4,-0.42559448
118_chr1,-0.5888846
118_chr11,-0.41245374
118_chr17,-0.54590666
118_chr3,-0.24921596
118_chr4,-0.5699743
119_chr1,-0.08537945
119_chr11,-0.35220945
119_chr17,-0.39028782
119_chr2,-0.17220059
119_chr3,-0.20940006
119_chr4,-0.89650685
11_chr1,0.5961204
11_chr11,0.40538698
11_chr14,0.03164833
11_chr16,-0.06753677
11_chr17,0.16082671
11_chr2,0.42712757
11_chr21,-0.39035603
11_chr3,0.13863009
11_chr4,-0.2007458
11_chr7,0.03323053
11_chr9,0.062450882
120_chr1,0.16992214
120_chr11,-0.9707591
120_chr17,-0.5108256
120_chr2,-0.4532034
120_chr3,-0.78046334
120_chr4,-0.6340156
121_chr1,-0.06991003
121_chr11,0.06826177
121_chr17,-0.4978008
121_chr2,-0.25830296
121_chr3,-0.24696237
121_chr4,-0.4609042
122_chr1,0.01460261
122_chr11,-0.5571377
122_chr17,-0.42160672
122_chr2,-0.16594988
122_chr3,-0.22115079
122_chr4,-0.36419562
123_chr1,0.87448364
123_chr11,0.17946409
123_chr12,-0.11902927
123_chr14,-0.18355119
123_chr16,-0.5328468
123_chr17,0.26954487
123_chr19,-0.82428664
123_chr2,0.2671946
123_chr3,0.19882922
123_chr4,0.27292314
123_chr7,-0.30963084
123_chrX,-0.0018259465
124_chr1,-0.053667836
124_chr11,-0.1726625
124_chr17,-0.7465769
124_chr2,-0.42625123
124_chr3,-0.42556503
124_chr4,-0.4934497
125_chr1,0.20346898
125_chr11,-0.7054944
125_chr17,-0.57563263
125_chr2,-0.14113006
125_chr3,-0.7185087
125_chr4,-0.6436376
126_chr1,-0.10650658
126_chr11,-0.40076387
126_chr17,-0.14295256
126_chr2,-0.38092577
126_chr3,-0.1055691
126_chr4,-0.13857855
127_chr1,0.28323993
127_chr11,-0.5013876
127_chr17,-0.20562136
127_chr2,-0.21317078
127_chr3,-0.42194223
127_chr4,-0.013493614
128_chr1,-0.39577988
128_chr11,-0.2537285
128_chr12,-0.6221346
128_chr17,-0.23642811
128_chr2,-0.6834823
128_chr3,-0.24967253
128_chr4,-0.8743415
128_chr6,-0.94234115
129_chr1,0.19439252
129_chr11,-0.36063847
129_chr17,-0.13819057
129_chr2,-0.14076552
129_chr3,-0.28626028
