sequenceID,llda
360_chr2,0.43016112
360_chr3,-0.5529438
360_chr4,-0.6030884
360_chr5,-0.46640474
360_chrX,-0.36992866
361_chr1,-0.6529475
361_chr11,-0.6529475
361_chr17,-0.6529475
361_chr2,-0.6529475
361_chr3,-0.6529475
361_chr4,-0.6340633
362_chr1,-0.4729072
362_chr11,-0.58556885
362_chr17,-0.6303038
362_chr19,-0.64227194
362_chr2,0.1716463
362_chr3,-0.58287984
362_chr4,-0.5818655
362_chr8,-0.6529475
363_chr1,-0.5596921
363_chr11,-0.6529475
363_chr17,-0.59351283
363_chr2,-0.6305654
363_chr3,-0.6521606
363_chr4,-0.53166616
364_chr1,-0.6529475
364_chr11,-0.6529475
364_chr17,-0.6529475
364_chr2,-0.6529475
364_chr3,-0.6529475
365_chr1,-0.6529475
365_chr11,-0.6529475
365_chr17,-0.6529475
365_chr2,-0.6529475
365_chr3,-0.6529475
365_chr4,-0.6529475
365_chrX,-0.30866632
366_chr1,-0.6529475
366_chr11,-0.6529475
366_chr17,-0.6529475
366_chr2,-0.6529475
366_chr3,-0.6529475
366_chr4,-0.6529475
367_chr1,-0.6529475
367_chr11,-0.6529475
367_chr17,-0.6529475
367_chr2,-0.6529475
367_chr3,-0.6529475
367_chr4,-0.6529475
368_chr11,-0.16020781
368_chr17,0.14561403
368_chr2,-0.056431353
368_chr9,-0.6529475
369_chr1,0.15299547
369_chr11,-0.6529475
369_chr16,-0.6476842
369_chr17,-0.6529475
369_chr19,-0.07856637
369_chr2,-0.6529475
369_chr3,-0.6529475
369_chr4,-0.6529475
36_chr1,-0.6529475
36_chr11,-0.6529475
36_chr17,-0.6529475
36_chr2,-0.6529475
36_chr3,-0.6529475
36_chr4,-0.6529475
371_chr1,-0.63149923
371_chr10,-0.6529475
371_chr11,-0.6529475
371_chr14,-0.6338833
371_chr16,-0.5974169
371_chr17,-0.60779405
371_chr2,-0.6529475
371_chr3,-0.6529475
371_chr4,-0.6529475
371_chr9,-0.6529475
373_chr1,-0.6529475
373_chr11,-0.65279686
373_chr13,-0.6529475
373_chr14,-0.6529475
373_chr17,-0.6529475
373_chr2,-0.6529475
373_chr3,-0.6529475
373_chr4,-0.6529475
373_chrX,-0.54042387
375_chr1,-0.20981571
375_chr12,-0.6529475
375_chr14,-0.6529475
375_chr17,-0.62325674
375_chr2,-0.6529475
375_chr3,-0.4522301
375_chr4,-0.5717097
375_chr7,-0.57337976
376_chr1,-0.6529475
376_chr11,-0.6529475
376_chr17,-0.6529475
376_chr2,-0.6529475
376_chr3,-0.6529475
376_chr4,-0.6529475
377_chr1,-0.6529475
377_chr11,-0.6529475
377_chr17,-0.6529475
377_chr2,-0.6529475
377_chr3,-0.6529475
377_chr4,-0.6529475
377_chrX,-0.4213477
378_chr1,-0.20104429
378_chr10,-0.45165968
378_chr11,-0.3191168
378_chr17,-0.6529475
378_chr2,-0.6260818
378_chr3,-0.6529475
378_chr4,-0.6529475
378_chr7,-0.27075407
379_chr1,-0.6529475
379_chr11,-0.6529475
379_chr17,-0.6529475
379_chr2,-0.6529475
379_chr3,-0.6529475
379_chr4,-0.5784699
379_chr5,-0.6342788
379_chrX,-0.23889783
37_chr1,-0.6529475
37_chr11,-0.6529475
37_chr17,-0.6529475
37_chr2,-0.6529475
37_chr3,-0.6529475
37_chr4,-0.6529475
380_chr1,-0.6529475
380_chr11,-0.6529475
380_chr12,-0.31788084
380_chr17,-0.6529475
380_chr19,-0.6529475
380_chr2,-0.6529475
